52026 silly lifecycle ansi-styles@2.1.0~preinstall: no script for preinstall, continuing
56480 verbose link bins   false ]
56481 verbose linkMans pretty-bytes@1.0.4
56482 silly gentlyRm /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/grunt-contrib-uglify/node_modules/.bin/pretty-bytes is being purged
56483 verbose gentlyRm don't care about contents; nuking /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/grunt-contrib-uglify/node_modules/.bin/pretty-bytes
56484 silly build maxmin@1.1.0
56485 info linkStuff maxmin@1.1.0
56486 silly linkStuff maxmin@1.1.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/grunt-contrib-uglify/node_modules as its parent node_modules
56487 verbose linkBins maxmin@1.1.0
56488 verbose linkMans maxmin@1.1.0
56489 silly build pretty-bytes@1.0.4
56490 info linkStuff pretty-bytes@1.0.4
56491 silly linkStuff pretty-bytes@1.0.4 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/grunt-contrib-imagemin/node_modules as its parent node_modules
56492 verbose linkBins pretty-bytes@1.0.4
56493 verbose link bins [ { 'pretty-bytes': 'cli.js' },
56493 verbose link bins   '/Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/grunt-contrib-imagemin/node_modules/.bin',
56493 verbose link bins   false ]
56494 verbose linkMans pretty-bytes@1.0.4
56495 silly gentlyRm /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/grunt-contrib-imagemin/node_modules/.bin/pretty-bytes is being purged
56496 verbose gentlyRm don't care about contents; nuking /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/grunt-contrib-imagemin/node_modules/.bin/pretty-bytes
56497 silly build find-versions@1.2.1
56498 info linkStuff find-versions@1.2.1
56499 silly linkStuff find-versions@1.2.1 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56500 verbose linkBins find-versions@1.2.1
56501 verbose link bins [ { 'find-versions': 'cli.js' },
56501 verbose link bins   '/Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin',
56501 verbose link bins   false ]
56502 verbose linkMans find-versions@1.2.1
56503 silly gentlyRm /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/find-versions is being purged
56504 verbose gentlyRm don't care about contents; nuking /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/find-versions
56505 silly build bin-version@1.0.4
56506 info linkStuff bin-version@1.0.4
56507 silly linkStuff bin-version@1.0.4 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56508 verbose linkBins bin-version@1.0.4
56509 verbose linkMans bin-version@1.0.4
56510 silly build bin-version-check@2.1.0
56511 info linkStuff bin-version-check@2.1.0
56512 silly linkStuff bin-version-check@2.1.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56513 verbose linkBins bin-version-check@2.1.0
56514 verbose link bins [ { 'bin-version-check': 'cli.js' },
56514 verbose link bins   '/Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin',
56514 verbose link bins   false ]
56515 verbose linkMans bin-version-check@2.1.0
56516 silly gentlyRm /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/bin-version-check is being purged
56517 verbose gentlyRm don't care about contents; nuking /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/bin-version-check
56518 silly build dateformat@1.0.12
56519 info linkStuff dateformat@1.0.12
56520 silly linkStuff dateformat@1.0.12 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/fancy-log/node_modules as its parent node_modules
56521 verbose linkBins dateformat@1.0.12
56522 verbose link bins [ { dateformat: 'bin/cli.js' },
56522 verbose link bins   '/Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/fancy-log/node_modules/.bin',
56522 verbose link bins   false ]
56523 verbose linkMans dateformat@1.0.12
56524 silly gentlyRm /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/fancy-log/node_modules/.bin/dateformat is being purged
56525 verbose gentlyRm don't care about contents; nuking /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/fancy-log/node_modules/.bin/dateformat
56526 silly build fancy-log@1.1.0
56527 info linkStuff fancy-log@1.1.0
56528 silly linkStuff fancy-log@1.1.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56529 verbose linkBins fancy-log@1.1.0
56530 verbose linkMans fancy-log@1.1.0
56531 silly build executable@1.1.0
56532 info linkStuff executable@1.1.0
56533 silly linkStuff executable@1.1.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56534 verbose linkBins executable@1.1.0
56535 verbose link bins [ { executable: 'cli.js' },
56535 verbose link bins   '/Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin',
56535 verbose link bins   false ]
56536 verbose linkMans executable@1.1.0
56537 silly gentlyRm /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/executable is being purged
56538 verbose gentlyRm don't care about contents; nuking /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/executable
56539 silly build bin-check@2.0.0
56540 info linkStuff bin-check@2.0.0
56541 silly linkStuff bin-check@2.0.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56542 verbose linkBins bin-check@2.0.0
56543 verbose linkMans bin-check@2.0.0
56544 silly build vary@0.1.0
56545 info linkStuff vary@0.1.0
56546 silly linkStuff vary@0.1.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56547 verbose linkBins vary@0.1.0
56548 verbose linkMans vary@0.1.0
56549 silly build method-override@2.0.2
56550 info linkStuff method-override@2.0.2
56551 silly linkStuff method-override@2.0.2 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56552 verbose linkBins method-override@2.0.2
56553 verbose linkMans method-override@2.0.2
56554 silly build compression@1.0.7
56555 info linkStuff compression@1.0.7
56556 silly linkStuff compression@1.0.7 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56557 verbose linkBins compression@1.0.7
56558 verbose linkMans compression@1.0.7
56559 silly build verror@1.3.6
56560 info linkStuff verror@1.3.6
56561 silly linkStuff verror@1.3.6 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56562 verbose linkBins verror@1.3.6
56563 verbose linkMans verror@1.3.6
56564 silly build jsprim@1.2.2
56565 info linkStuff jsprim@1.2.2
56566 silly linkStuff jsprim@1.2.2 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56567 verbose linkBins jsprim@1.2.2
56568 verbose linkMans jsprim@1.2.2
56569 silly build http-signature@1.1.0
56570 info linkStuff http-signature@1.1.0
56571 silly linkStuff http-signature@1.1.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/node-sass/node_modules as its parent node_modules
56572 verbose linkBins http-signature@1.1.0
56573 verbose linkMans http-signature@1.1.0
56574 silly build vhost@1.0.0
56575 info linkStuff vhost@1.0.0
56576 silly linkStuff vhost@1.0.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56577 verbose linkBins vhost@1.0.0
56578 verbose linkMans vhost@1.0.0
56579 silly build connect@2.19.6
56580 info linkStuff connect@2.19.6
56581 silly linkStuff connect@2.19.6 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56582 verbose linkBins connect@2.19.6
56583 verbose linkMans connect@2.19.6
56584 silly build grunt-contrib-connect@0.8.0
56585 info linkStuff grunt-contrib-connect@0.8.0
56586 silly linkStuff grunt-contrib-connect@0.8.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56587 verbose linkBins grunt-contrib-connect@0.8.0
56588 verbose linkMans grunt-contrib-connect@0.8.0
56589 silly build vinyl@1.1.0
56590 info linkStuff vinyl@1.1.0
56591 silly linkStuff vinyl@1.1.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56592 verbose linkBins vinyl@1.1.0
56593 verbose linkMans vinyl@1.1.0
56594 silly build buffer-to-vinyl@1.1.0
56595 info linkStuff buffer-to-vinyl@1.1.0
56596 silly linkStuff buffer-to-vinyl@1.1.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56597 verbose linkBins buffer-to-vinyl@1.1.0
56598 verbose linkMans buffer-to-vinyl@1.1.0
56599 silly build object-assign@4.0.1
56600 info linkStuff object-assign@4.0.1
56601 silly linkStuff object-assign@4.0.1 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/vinyl-assign/node_modules as its parent node_modules
56602 verbose linkBins object-assign@4.0.1
56603 verbose linkMans object-assign@4.0.1
56604 silly build readable-stream@2.0.4
56605 info linkStuff readable-stream@2.0.4
56606 silly linkStuff readable-stream@2.0.4 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/vinyl-assign/node_modules as its parent node_modules
56607 verbose linkBins readable-stream@2.0.4
56608 verbose linkMans readable-stream@2.0.4
56609 silly build vinyl-assign@1.2.1
56610 info linkStuff vinyl-assign@1.2.1
56611 silly linkStuff vinyl-assign@1.2.1 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56612 verbose linkBins vinyl-assign@1.2.1
56613 verbose linkMans vinyl-assign@1.2.1
56614 silly build clone@0.2.0
56615 info linkStuff clone@0.2.0
56616 silly linkStuff clone@0.2.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/vinyl-fs/node_modules as its parent node_modules
56617 verbose linkBins clone@0.2.0
56618 verbose linkMans clone@0.2.0
56619 silly build graceful-fs@3.0.8
56620 info linkStuff graceful-fs@3.0.8
56621 silly linkStuff graceful-fs@3.0.8 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/vinyl-fs/node_modules as its parent node_modules
56622 verbose linkBins graceful-fs@3.0.8
56623 verbose linkMans graceful-fs@3.0.8
56624 silly build minimatch@2.0.10
56625 info linkStuff minimatch@2.0.10
56626 silly linkStuff minimatch@2.0.10 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/vinyl-fs/node_modules as its parent node_modules
56627 verbose linkBins minimatch@2.0.10
56628 verbose linkMans minimatch@2.0.10
56629 silly build ordered-read-streams@0.1.0
56630 info linkStuff ordered-read-streams@0.1.0
56631 silly linkStuff ordered-read-streams@0.1.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/vinyl-fs/node_modules as its parent node_modules
56632 verbose linkBins ordered-read-streams@0.1.0
56633 verbose linkMans ordered-read-streams@0.1.0
56634 silly build strip-bom@1.0.0
56635 info linkStuff strip-bom@1.0.0
56636 silly linkStuff strip-bom@1.0.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/vinyl-fs/node_modules as its parent node_modules
56637 verbose linkBins strip-bom@1.0.0
56638 verbose link bins [ { 'strip-bom': 'cli.js' },
56638 verbose link bins   '/Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/vinyl-fs/node_modules/.bin',
56638 verbose link bins   false ]
56639 verbose linkMans strip-bom@1.0.0
56640 silly gentlyRm /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/vinyl-fs/node_modules/.bin/strip-bom is being purged
56641 verbose gentlyRm don't care about contents; nuking /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/vinyl-fs/node_modules/.bin/strip-bom
56642 silly build vinyl@0.4.6
56643 info linkStuff vinyl@0.4.6
56644 silly linkStuff vinyl@0.4.6 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/vinyl-fs/node_modules as its parent node_modules
56645 verbose linkBins vinyl@0.4.6
56646 verbose linkMans vinyl@0.4.6
56647 silly build whet.extend@0.9.9
56648 info linkStuff whet.extend@0.9.9
56649 silly linkStuff whet.extend@0.9.9 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56650 verbose linkBins whet.extend@0.9.9
56651 verbose linkMans whet.extend@0.9.9
56652 silly build svgo@0.6.0
56653 info linkStuff svgo@0.6.0
56654 silly linkStuff svgo@0.6.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56655 verbose linkBins svgo@0.6.0
56656 verbose link bins [ { svgo: './bin/svgo' },
56656 verbose link bins   '/Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin',
56656 verbose link bins   false ]
56657 verbose linkMans svgo@0.6.0
56658 silly gentlyRm /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/svgo is being purged
56659 verbose gentlyRm don't care about contents; nuking /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/svgo
56660 silly build which@1.0.9
56661 info linkStuff which@1.0.9
56662 silly linkStuff which@1.0.9 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56663 verbose linkBins which@1.0.9
56664 verbose link bins [ { which: './bin/which' },
56664 verbose link bins   '/Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin',
56664 verbose link bins   false ]
56665 verbose linkMans which@1.0.9
56666 silly gentlyRm /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/which is being purged
56667 verbose gentlyRm don't care about contents; nuking /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/which
56668 silly build grunt-legacy-util@0.2.0
56669 info linkStuff grunt-legacy-util@0.2.0
56670 silly linkStuff grunt-legacy-util@0.2.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56671 verbose linkBins grunt-legacy-util@0.2.0
56672 verbose linkMans grunt-legacy-util@0.2.0
56673 silly build grunt@0.4.5
56674 info linkStuff grunt@0.4.5
56675 silly linkStuff grunt@0.4.5 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56676 verbose linkBins grunt@0.4.5
56677 verbose linkMans grunt@0.4.5
56678 silly build window-size@0.1.0
56679 info linkStuff window-size@0.1.0
56680 silly linkStuff window-size@0.1.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56681 verbose linkBins window-size@0.1.0
56682 verbose linkMans window-size@0.1.0
56683 silly build wordwrap@0.0.2
56684 info linkStuff wordwrap@0.0.2
56685 silly linkStuff wordwrap@0.0.2 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56686 verbose linkBins wordwrap@0.0.2
56687 verbose linkMans wordwrap@0.0.2
56688 silly build wrap-fn@0.1.4
56689 info linkStuff wrap-fn@0.1.4
56690 silly linkStuff wrap-fn@0.1.4 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56691 verbose linkBins wrap-fn@0.1.4
56692 verbose linkMans wrap-fn@0.1.4
56693 silly build ware@1.3.0
56694 info linkStuff ware@1.3.0
56695 silly linkStuff ware@1.3.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56696 verbose linkBins ware@1.3.0
56697 verbose linkMans ware@1.3.0
56698 silly build wrappy@1.0.1
56699 info linkStuff wrappy@1.0.1
56700 silly linkStuff wrappy@1.0.1 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56701 verbose linkBins wrappy@1.0.1
56702 verbose linkMans wrappy@1.0.1
56703 silly build once@1.3.2
56704 info linkStuff once@1.3.2
56705 silly linkStuff once@1.3.2 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56706 verbose linkBins once@1.3.2
56707 verbose linkMans once@1.3.2
56708 silly build npmconf@2.1.1
56709 info linkStuff npmconf@2.1.1
56710 silly linkStuff npmconf@2.1.1 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56711 verbose linkBins npmconf@2.1.1
56712 verbose linkMans npmconf@2.1.1
56713 silly build phantomjs@1.9.18
56714 info linkStuff phantomjs@1.9.18
56715 silly linkStuff phantomjs@1.9.18 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56716 verbose linkBins phantomjs@1.9.18
56717 verbose link bins [ { phantomjs: './bin/phantomjs' },
56717 verbose link bins   '/Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin',
56717 verbose link bins   false ]
56718 verbose linkMans phantomjs@1.9.18
56719 silly gentlyRm /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/phantomjs is being purged
56720 verbose gentlyRm don't care about contents; nuking /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/phantomjs
56721 silly build grunt-lib-phantomjs@0.6.0
56722 info linkStuff grunt-lib-phantomjs@0.6.0
56723 silly linkStuff grunt-lib-phantomjs@0.6.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56724 verbose linkBins grunt-lib-phantomjs@0.6.0
56725 verbose linkMans grunt-lib-phantomjs@0.6.0
56726 silly build grunt-mocha@0.4.13
56727 info linkStuff grunt-mocha@0.4.13
56728 silly linkStuff grunt-mocha@0.4.13 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56729 verbose linkBins grunt-mocha@0.4.13
56730 verbose linkMans grunt-mocha@0.4.13
56731 silly build end-of-stream@1.1.0
56732 info linkStuff end-of-stream@1.1.0
56733 silly linkStuff end-of-stream@1.1.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56734 verbose linkBins end-of-stream@1.1.0
56735 verbose linkMans end-of-stream@1.1.0
56736 silly build end-of-stream@1.0.0
56737 info linkStuff end-of-stream@1.0.0
56738 silly linkStuff end-of-stream@1.0.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/duplexify/node_modules as its parent node_modules
56739 verbose linkBins end-of-stream@1.0.0
56740 verbose linkMans end-of-stream@1.0.0
56741 silly build duplexify@3.4.2
56742 info linkStuff duplexify@3.4.2
56743 silly linkStuff duplexify@3.4.2 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56744 verbose linkBins duplexify@3.4.2
56745 verbose linkMans duplexify@3.4.2
56746 silly build got@5.1.0
56747 info linkStuff got@5.1.0
56748 silly linkStuff got@5.1.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56749 verbose linkBins got@5.1.0
56750 verbose linkMans got@5.1.0
56751 silly build inflight@1.0.4
56752 info linkStuff inflight@1.0.4
56753 silly linkStuff inflight@1.0.4 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56754 verbose linkBins inflight@1.0.4
56755 verbose linkMans inflight@1.0.4
56756 silly build glob@4.5.3
56757 info linkStuff glob@4.5.3
56758 silly linkStuff glob@4.5.3 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/vinyl-fs/node_modules as its parent node_modules
56759 verbose linkBins glob@4.5.3
56760 verbose linkMans glob@4.5.3
56761 silly build glob@5.0.15
56762 info linkStuff glob@5.0.15
56763 silly linkStuff glob@5.0.15 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/glob-stream/node_modules as its parent node_modules
56764 verbose linkBins glob@5.0.15
56765 verbose linkMans glob@5.0.15
56766 silly build xtend@4.0.1
56767 info linkStuff xtend@4.0.1
56768 silly linkStuff xtend@4.0.1 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56769 verbose linkBins xtend@4.0.1
56770 verbose linkMans xtend@4.0.1
56771 silly build through2@2.0.0
56772 info linkStuff through2@2.0.0
56773 silly linkStuff through2@2.0.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/through2-filter/node_modules as its parent node_modules
56774 verbose linkBins through2@2.0.0
56775 verbose linkMans through2@2.0.0
56776 silly build through2-filter@2.0.0
56777 info linkStuff through2-filter@2.0.0
56778 silly linkStuff through2-filter@2.0.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56779 verbose linkBins through2-filter@2.0.0
56780 verbose linkMans through2-filter@2.0.0
56781 silly build unique-stream@2.2.0
56782 info linkStuff unique-stream@2.2.0
56783 silly linkStuff unique-stream@2.2.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56784 verbose linkBins unique-stream@2.2.0
56785 verbose linkMans unique-stream@2.2.0
56786 silly build through2@0.6.5
56787 info linkStuff through2@0.6.5
56788 silly linkStuff through2@0.6.5 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56789 verbose linkBins through2@0.6.5
56790 verbose linkMans through2@0.6.5
56791 silly build merge-stream@0.1.8
56792 info linkStuff merge-stream@0.1.8
56793 silly linkStuff merge-stream@0.1.8 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/vinyl-fs/node_modules as its parent node_modules
56794 verbose linkBins merge-stream@0.1.8
56795 verbose linkMans merge-stream@0.1.8
56796 silly build glob-stream@4.1.1
56797 info linkStuff glob-stream@4.1.1
56798 silly linkStuff glob-stream@4.1.1 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/vinyl-fs/node_modules as its parent node_modules
56799 verbose linkBins glob-stream@4.1.1
56800 verbose linkMans glob-stream@4.1.1
56801 silly build vinyl-fs@1.0.0
56802 info linkStuff vinyl-fs@1.0.0
56803 silly linkStuff vinyl-fs@1.0.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56804 verbose linkBins vinyl-fs@1.0.0
56805 verbose linkMans vinyl-fs@1.0.0
56806 silly build glob-stream@5.2.0
56807 info linkStuff glob-stream@5.2.0
56808 silly linkStuff glob-stream@5.2.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56809 verbose linkBins glob-stream@5.2.0
56810 verbose linkMans glob-stream@5.2.0
56811 silly build tar-stream@1.3.1
56812 info linkStuff tar-stream@1.3.1
56813 silly linkStuff tar-stream@1.3.1 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56814 verbose linkBins tar-stream@1.3.1
56815 verbose linkMans tar-stream@1.3.1
56816 silly build decompress-targz@3.1.0
56817 info linkStuff decompress-targz@3.1.0
56818 silly linkStuff decompress-targz@3.1.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56819 verbose linkBins decompress-targz@3.1.0
56820 verbose linkMans decompress-targz@3.1.0
56821 silly build decompress-tarbz2@3.1.0
56822 info linkStuff decompress-tarbz2@3.1.0
56823 silly linkStuff decompress-tarbz2@3.1.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56824 verbose linkBins decompress-tarbz2@3.1.0
56825 verbose linkMans decompress-tarbz2@3.1.0
56826 silly build decompress-tar@3.1.0
56827 info linkStuff decompress-tar@3.1.0
56828 silly linkStuff decompress-tar@3.1.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56829 verbose linkBins decompress-tar@3.1.0
56830 verbose linkMans decompress-tar@3.1.0
56831 silly build is-my-json-valid@2.12.3
56832 info linkStuff is-my-json-valid@2.12.3
56833 silly linkStuff is-my-json-valid@2.12.3 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56834 verbose linkBins is-my-json-valid@2.12.3
56835 verbose linkMans is-my-json-valid@2.12.3
56836 silly build har-validator@2.0.2
56837 info linkStuff har-validator@2.0.2
56838 silly linkStuff har-validator@2.0.2 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56839 verbose linkBins har-validator@2.0.2
56840 verbose link bins [ { 'har-validator': 'bin/har-validator' },
56840 verbose link bins   '/Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin',
56840 verbose link bins   false ]
56841 verbose linkMans har-validator@2.0.2
56842 silly gentlyRm /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/har-validator is being purged
56843 verbose gentlyRm don't care about contents; nuking /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/har-validator
56844 silly build request@2.67.0
56845 info linkStuff request@2.67.0
56846 silly linkStuff request@2.67.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/node-sass/node_modules as its parent node_modules
56847 verbose linkBins request@2.67.0
56848 verbose linkMans request@2.67.0
56849 silly build node-sass@1.2.3
56850 info linkStuff node-sass@1.2.3
56851 silly linkStuff node-sass@1.2.3 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56852 verbose linkBins node-sass@1.2.3
56853 verbose link bins [ { 'node-sass': 'bin/node-sass' },
56853 verbose link bins   '/Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin',
56853 verbose link bins   false ]
56854 verbose linkMans node-sass@1.2.3
56855 silly gentlyRm /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/node-sass is being purged
56856 verbose gentlyRm don't care about contents; nuking /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin/node-sass
56857 silly build grunt-sass@0.17.0
56858 info linkStuff grunt-sass@0.17.0
56859 silly linkStuff grunt-sass@0.17.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56860 verbose linkBins grunt-sass@0.17.0
56861 verbose linkMans grunt-sass@0.17.0
56862 silly build through2@2.0.0
56863 info linkStuff through2@2.0.0
56864 silly linkStuff through2@2.0.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/imagemin-svgo/node_modules as its parent node_modules
56865 verbose linkBins through2@2.0.0
56866 verbose linkMans through2@2.0.0
56867 silly build imagemin-svgo@4.2.0
56868 info linkStuff imagemin-svgo@4.2.0
56869 silly linkStuff imagemin-svgo@4.2.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56870 verbose linkBins imagemin-svgo@4.2.0
56871 verbose linkMans imagemin-svgo@4.2.0
56872 silly build through2@2.0.0
56873 info linkStuff through2@2.0.0
56874 silly linkStuff through2@2.0.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/imagemin-jpegtran/node_modules as its parent node_modules
56875 verbose linkBins through2@2.0.0
56876 verbose linkMans through2@2.0.0
56877 silly build through2@2.0.0
56878 info linkStuff through2@2.0.0
56879 silly linkStuff through2@2.0.0 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/gulp-util/node_modules as its parent node_modules
56880 verbose linkBins through2@2.0.0
56881 verbose linkMans through2@2.0.0
56882 silly build gulp-util@3.0.7
56883 info linkStuff gulp-util@3.0.7
56884 silly linkStuff gulp-util@3.0.7 has /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules as its parent node_modules
56885 verbose linkBins gulp-util@3.0.7
56886 verbose linkMans gulp-util@3.0.7
56887 silly build through2@2.0.0
56888 info linkStuff through2@2.0.0
